course title,course url,course description,Ratings,reviews,duration,Lectures,course level,instructors
Data Analysis with Python for Working Professionals,https://www.udemy.com/course/dataanalysiswithpython/,A step-by-step guide to learn the essential tenets of Data Analytics by using Python as a tool,Rating: 4.3 out of 5,53 reviews,9 total hours,68 lectures,Beginner,Gaurav Singh
The Complete Healthcare Artificial Intelligence Course 2022,https://www.udemy.com/course/the-complete-healthcare-artificial-intelligence-course-2021/,"Creating powerful AI model for Real-World Healthcare applications with Data Science, Machine Learning and Deep Learning",Rating: 4.4 out of 5,53 reviews,18.5 total hours,116 lectures,All Levels,Hoang Quy La
Python: Artificial Intelligence with Python: 3-in-1,https://www.udemy.com/course/python-artificial-intelligence-with-python-3-in-1/,Blend the power of artificial intelligence with Python in your applications to get you up and running with deep neural,Rating: 3.4 out of 5,52 reviews,5 total hours,52 lectures,Intermediate,Packt Publishing
"Machine Learning Bootcamp: SVM,Kmeans,KNN,LinReg,PCA,DBS",https://www.udemy.com/course/smtbm-ml-py/,Hands-on Machine Learning,Rating: 3.9 out of 5,52 reviews,18 total hours,69 lectures,Beginner,Shrirang Korde
Data Engineer with Google Dataflow and Apache Beam,https://www.udemy.com/course/data-engineering-with-google-dataflow-and-apache-beam/,"First steps to Extract, Transform and Load data using Apache Beam and Deploy Pipelines on Google Dataflow",Rating: 4.4 out of 5,52 reviews,2.5 total hours,21 lectures,Beginner,Cassio Alessandro de Bolba
Object Detection with Tensorflow | Fast Track Course | ML,https://www.udemy.com/course/object-detection-with-tensorflow-fast-track-course/,Become an Advanced Computer Vision/ Machine Learning/ AI Engineer from Beginner Level | Completely Practical Oriented.,Rating: 4.1 out of 5,52 reviews,2.5 total hours,9 lectures,All Levels,Aakash Jadhav
Artificial Intelligence Projects with Python,https://www.udemy.com/course/deep-learning-with-python-course/,Learn Artificial Intelligence by Building 14 practical Machine Learning and Deep Learning Projects with Python !,Rating: 4.7 out of 5,52 reviews,6.5 total hours,61 lectures,All Levels,Yazılım Teknolojileri Akademisi
"Natural Language Processing, Deploy on Cloud(AWS) [Hindi]",https://www.udemy.com/course/natural-language-processing-python/,"Natural Language Processing (NLP), Machine Learning, Spam Filter, Sentiment Analysis [Python][Hindi]",Rating: 4.0 out of 5,52 reviews,8.5 total hours,85 lectures,Intermediate,Rishi Bansal
Deep Learning & Neural Networks Python - Keras : For Dummies,https://www.udemy.com/course/deep-learning-neural-networks-python-keras-for-dummies/,Deep Learning and Data Science using Python and Keras Library - Beginner to Professional - The Complete Guide,Rating: 4.7 out of 5,51 reviews,11 total hours,88 lectures,All Levels,Abhilash Nelson
Machine Learning  with AWS,https://www.udemy.com/course/machine-leaning-with-aws/,Sagemaker|Comprehend|DeepLens|Lex|Polly|Transcribe|Translate|Celebrity recognition|ObjectAndSceneDetection|TextInImage,Rating: 3.3 out of 5,51 reviews,4 total hours,55 lectures,All Levels,Pranjal Srivastava
Natural Language Processing [ Building Real World Projects],https://www.udemy.com/course/natural-language-processing-building-real-world-projects/,Build Real World Applications of Natural Language Processing [COMPLETE PROJECT],Rating: 4.4 out of 5,51 reviews,4 total hours,31 lectures,Beginner,"Academy of Computing & Artificial Intelligence, Future AI  - Academy of Computing & Artificial Intelligence, Savidu Dias"
Introduction to Machine Learning For Beginners [A to Z] 2020,https://www.udemy.com/course/introduction-to-machine-learning-for-beginners-a-to-z-2020/,Learn to create Machine Learning Algorithms in Python from two Data Science Experts [ Step by Step Guidance ],Rating: 4.0 out of 5,51 reviews,7.5 total hours,30 lectures,All Levels,Academy of Computing & Artificial Intelligence
Building Big Data Pipelines with PySpark + MongoDB + Bokeh,https://www.udemy.com/course/building-big-data-pipelines-with-pyspark-mongodb-bokeh/,Build intelligent data pipelines with big data processing and machine learning technologies,Rating: 4.6 out of 5,50 reviews,5 total hours,25 lectures,All Levels,EBISYS R&D
Hands-on Data Visualization With Python,https://www.udemy.com/course/hands-on-data-visualization-with-python/,"Harness the power of Matplotlib, Seaborn and Plotly to boost your data visualization skills!",Rating: 4.5 out of 5,50 reviews,4.5 total hours,49 lectures,All Levels,"Jordan Sauchuk, Ligency Team, Ligency I Team"
Simplified: All About Neural Networks,https://www.udemy.com/course/simplified-all-about-neural-networks/,Learn all about neural networks in this second installation of the machine learning simplified series.,Rating: 4.0 out of 5,50 reviews,1 total hour,18 lectures,Beginner,Jayanth Peetla
Data Visualization with Numpy and Pandas,https://www.udemy.com/course/data-visualization-with-numpy-and-pandas-examturf/,Learn how to get you up and running with data analysis and visualization using NumPy and Pandas,Rating: 3.9 out of 5,50 reviews,5 total hours,35 lectures,All Levels,Exam Turf
Python + Data Science : Practical Guide [13 Hours],https://www.udemy.com/course/practical-data-science-using-python/,"Learn Data Science + Python to do Web Scraping, Data Analysis, Data Visualization, Machine Learning, Deep Learning...",Rating: 4.4 out of 5,50 reviews,13 total hours,75 lectures,All Levels,"Eduonix Learning Solutions, Michael Mustaine, Eduonix-Tech ."
"50 Hours of Big Data, PySpark, AWS, Scala and Scraping",https://www.udemy.com/course/big-data-with-scalasparkpyspark-and-aws-a-z-50-hours/,"Big Data with Scala and Spark,PySpark and AWS,Data Scraping & Data Mining With Python, Mastering MongoDB for Beginners",Rating: 4.5 out of 5,49 reviews,54.5 total hours,623 lectures,All Levels,"AI Sciences, AI Sciences Team"
Machine Learning: The Art of Digging Data,https://www.udemy.com/course/machine-learning-the-art-of-digging-data/,Master Machine Learning from scratch using Python and Scikit-Learn. Code templates included.,Rating: 3.9 out of 5,49 reviews,6.5 total hours,76 lectures,Beginner,"Srikant Kumar, Sunakshi Mamgain"
Computer Vision - Object Detection on Videos - Deep Learning,https://www.udemy.com/course/machine-learning-on-videos-using-python/,"Quick Starter on Object Detection and Image Classification on Videos using Deep Learning, OpenCV, YOLO and CNN Models",Rating: 4.0 out of 5,49 reviews,2.5 total hours,80 lectures,All Levels,Vineeta Vashistha
Data Science and Machine Learning in Python,https://www.udemy.com/course/data-science-and-machine-learning-in-python/,"Learn how to use NumPy, Pandas, Seaborn , Scikit-Learn , Machine Learning,  SQL and Tableau in one place!!",Rating: 4.6 out of 5,48 reviews,17 total hours,120 lectures,All Levels,Gaurav Chauhan
Professional Certificate in Machine Learning,https://www.udemy.com/course/professional-certificate-in-machine-learning/,Learn all the skills to become a Data Scientist &  Build 500+ Artificial Intelligence Projects with source,Rating: 4.3 out of 5,48 reviews,24 total hours,195 lectures,All Levels,Academy of Computing & Artificial Intelligence
Natural Language Processing with Python and NLTK,https://www.udemy.com/course/the-python-natural-language-toolkit-nltk-for-text-mining/,"Learn how to pre-process your text data and build topic modeling, text summarization and sentiment analysis applications",Rating: 4.6 out of 5,48 reviews,3 total hours,28 lectures,All Levels,Dr. Ali Feizollah
Advanced Statistics and Data Mining for Data Science,https://www.udemy.com/course/advanced-statistics-and-data-mining-for-data-science/,"Your one stop solution to conquering the woes in Statistics, Data Mining, Data Analysis and Data Science",Rating: 4.4 out of 5,48 reviews,3 total hours,27 lectures,Intermediate,Packt Publishing
DATA SCIENCE with MACHINE LEARNING and DATA ANALYTICS,https://www.udemy.com/course/data-science-with-machine-learning-and-data-analytics/,"DATA SCIENCE with MACHINE LEARNING and DATA ANALYTICS using R Programming, PYTHON Programming, WEKA Tool Kit and SQL",Rating: 4.3 out of 5,48 reviews,72.5 total hours,86 lectures,All Levels,DATAhill Solutions Srinivas Reddy
Machine Learning for Algorithmic Trading Bots with Python,https://www.udemy.com/course/machine-learning-for-algorithmic-trading-bots-with-python/,Introducing the study of machine learning and algorithmic trading for financial practitioners,Rating: 3.4 out of 5,48 reviews,5 total hours,26 lectures,Intermediate,Packt Publishing
Modeling Count Data using Stata,https://www.udemy.com/course/modeling-count-data-using-stata/,Poisson and Negative Binomial Regression Techniques,Rating: 4.7 out of 5,48 reviews,3 total hours,29 lectures,Beginner,Najib Mozahem
Artificial intelligence in Game development- Tic Tac Toe AI,https://www.udemy.com/course/artificial-intelligence-javascript-create-tic-tac-toe-ai/,"Artificial intelligence & Javascript 2D Game Development - MinMax algorithm - ""Computer vs You"" Tic Tac Toe AI game",Rating: 3.8 out of 5,48 reviews,9.5 total hours,86 lectures,All Levels,DigiFisk (Programming is fun)
SciKit-Learn in Python for Machine Learning Engineers,https://www.udemy.com/course/scikit-learn-in-python-for-machine-learning-engineers/,The Fourth Course in a Series for Mastering Python for Machine Learning Engineers,Rating: 3.9 out of 5,48 reviews,2 total hours,72 lectures,Beginner,Mike West
Emotion & Sentiment Analysis with/without NLTK using Python,https://www.udemy.com/course/emotion-and-sentiment-analysis/,"Analyze Emotions ( happy, jealousy, etc ) using NLP Python & Text Mining. Includes twitter sentiment analysis with NLTK",Rating: 4.1 out of 5,48 reviews,1 total hour,10 lectures,All Levels,Attreya Bhatt
Artificial Intelligence and IoT: Naive Bayes,https://www.udemy.com/course/artificial-intelligence-and-iot-naive-bayes/,A project-based course to build an AIoT system from theory to prototype,Rating: 4.1 out of 5,47 reviews,1.5 total hours,40 lectures,All Levels,Erwin Ouyang
"AI, Basic Statistics, Basic Python, Basic R, ML (Overview)",https://www.udemy.com/course/ai-basic-statistics-basic-python-basic-r-ml-overview/,Learn AI world from AI professional,Rating: 3.5 out of 5,47 reviews,9 total hours,93 lectures,Beginner,Shiv Onkar Deepak Kumar
Computer Vision Course,https://www.udemy.com/course/dlcourse/,"Learn Deep Learning & Computer Vision with Python, Tensorflow 2.0, OpenCV, FastAI. Object Detection & GAN and much more!",Rating: 4.5 out of 5,47 reviews,16.5 total hours,126 lectures,All Levels,Shubham Gupta
Apache Spark 3 Programming | Databricks Certification Python,https://www.udemy.com/course/apache-pyspark-3-programming-and-databricks-certification/,Become zero to hero in Apache PySpark 3.0 programming in a fun and easy way. Fastest way to prepare for Databricks exam.,Rating: 3.8 out of 5,47 reviews,2.5 total hours,32 lectures,Beginner,Vivek Singh Bhadouria
Python ReportLab from Beginner to Winner 2022,https://www.udemy.com/course/python-reportlab-from-beginner-to-winner/,Generate Dynamically PDF files using Python and ReportLab,Rating: 4.9 out of 5,47 reviews,8.5 total hours,21 lectures,Beginner,Hugo Ferro
Deep Learning: Concept and Design Simple Network [Hindi],https://www.udemy.com/course/deep-learning-hindi-python/,Machine Learning: Learn Deep Learning (Neural Network) from Scratch in Python [Hindi].,Rating: 4.3 out of 5,47 reviews,3.5 total hours,38 lectures,Intermediate,Rishi Bansal
Data Visualization with Python Masterclass | Python A-Z,https://www.udemy.com/course/data-visualization-with-python-masterclass-python-a-z/,"Python Data visualization: Python data analysis and visualization, Machine Learning, Deep Learning, Pandas, Matplotlib",Rating: 4.4 out of 5,46 reviews,14 total hours,93 lectures,All Levels,"Oak Academy, Ali̇ CAVDAR"
Data Science Interview Questions & Answers,https://www.udemy.com/course/data-science-interview-questions-and-answers/,Prepare for Data Scientist and Machine Learning Engineer interviews by learning the frequently asked interview questions,Rating: 3.0 out of 5,46 reviews,2.5 total hours,5 lectures,All Levels,Uplatz Training
Data Science - Master Analytics and become Data Scientist,https://www.udemy.com/course/master-data-science-analytics-and-become-data-scientist/,"Learn Python, RLang, Neural networks, ANN, Deep learning - Tools, softwares like knime,spark,scipy, Tableau and others",Rating: 3.3 out of 5,46 reviews,8 total hours,49 lectures,All Levels,Kaushik Vadali
Become a Citizen Data Scientist : Marketing perspective,https://www.udemy.com/course/become-a-citizen-data-scientist-marketing-perspective/,"Understand your customer : Profiling, Segmentation, Targeting and Recommendation using Microsoft Azure ML, SQL, Power BI",Rating: 3.9 out of 5,46 reviews,1.5 total hours,33 lectures,Beginner,Mohamed Jendoubi
Python Programming Masterclass: Build 28 End-To-End Projects,https://www.udemy.com/course/python-programming-masterclass-build-real-world-projects/,"Practical Python Programming Course: Learn To Build Real World Projects & Case Studies With Python Django, PyQt5, SQLite",Rating: 4.5 out of 5,46 reviews,47 total hours,248 lectures,All Levels,Pianalytix .
The Complete Course: Artificial Intelligence From Scratch,https://www.udemy.com/course/artificial-intelligence-mastercalss/,"Learn the Essential Concepts of the AI like Neural Networks, Classification, Regression and Optimization Using Python.",Rating: 3.2 out of 5,46 reviews,14.5 total hours,150 lectures,All Levels,Sobhan N.
